age,annual_income,existing_loans,loan_amount,debt_to_income,late_payments_last_year,credit_history_years,employment_years,creditworthy
59,61694.2,1,23854.2,0.3866,2,27,25,0
22,61164.77,2,18318.28,0.599,0,19,10,1
52,25324.76,1,7292.83,0.288,1,23,17,0
33,58014.48,1,500.0,0.0086,0,13,4,1
47,51061.52,2,945.05,0.037,0,21,15,1
61,29670.39,1,4848.14,0.1634,0,15,10,1
37,26910.0,0,7889.12,0.0,0,28,34,1
60,50602.4,1,13722.01,0.2712,1,18,10,1
51,39034.44,1,6886.69,0.1764,2,22,22,0
54,72299.23,1,17711.81,0.245,0,2,33,1
44,59288.98,1,13141.81,0.2217,1,10,16,0
55,52105.4,1,15084.37,0.2895,2,22,9,0
26,52846.19,1,24122.0,0.4564,0,20,17,1
39,64963.01,1,5558.15,0.0856,0,19,7,1
50,57697.77,0,18349.64,0.0,1,18,25,1
27,52496.5,0,14888.21,0.0,2,7,2,0
30,30296.08,1,12332.11,0.407,1,19,23,1
61,90929.2,0,22082.05,0.0,1,7,2,1
52,28452.26,0,22032.11,0.0,1,25,1,1
54,40311.86,0,7428.07,0.0,1,2,34,1
48,20179.08,1,13542.72,0.6711,2,9,16,0
35,53081.97,0,17249.69,0.0,1,12,8,0
50,47266.66,1,12815.95,0.2711,0,8,21,1
57,56479.15,2,19680.17,0.6969,0,5,30,0
49,18914.02,1,17249.54,0.9119,1,14,33,0
42,61693.59,1,29660.49,0.4808,1,15,23,0
24,32888.47,0,2757.77,0.0,0,4,8,0
40,42764.92,4,14020.51,1.3114,0,20,1,0
52,58973.57,0,7731.98,0.0,0,12,20,1
56,48919.0,0,19832.86,0.0,1,18,33,1
24,49979.14,1,2062.62,0.0413,1,1,26,1
47,56987.68,2,17770.5,0.6237,1,5,6,0
37,51431.86,2,9959.61,0.3873,0,26,21,1
32,39883.38,1,9126.71,0.2288,0,0,3,0
42,42502.96,1,3428.01,0.0807,2,14,13,0
37,48178.18,2,11279.39,0.4682,0,14,33,0
30,31566.66,2,23676.0,1.5,0,13,22,0
21,59940.13,2,14798.49,0.4938,0,6,24,0
42,49329.81,0,20021.44,0.0,2,4,0,0
46,46121.64,1,28317.13,0.614,1,19,14,0
38,62887.45,1,17110.04,0.2721,0,24,31,1
34,43198.3,2,10529.6,0.4875,3,25,13,0
49,42263.69,1,18738.02,0.4433,1,15,20,0
32,37730.57,1,10645.63,0.2821,2,16,6,0
56,50146.01,2,10964.62,0.4373,1,10,20,0
55,49626.75,0,2840.86,0.0,0,14,11,1
32,35005.74,1,22410.06,0.6402,1,19,14,0
27,42334.59,3,11911.98,0.8441,1,15,14,0
49,35105.97,0,16456.79,0.0,1,2,16,1
31,34426.97,2,6712.3,0.3899,0,5,33,0
53,19051.53,1,18487.58,0.9703,0,20,34,0
26,41536.35,3,8904.47,0.6431,3,22,13,0
35,19466.8,0,13866.33,0.0,1,12,4,0
52,38057.76,2,22022.61,1.1573,1,0,29,0
31,35809.58,0,21326.07,0.0,2,28,3,1
43,60778.43,1,14823.76,0.2439,0,20,14,1
46,29775.98,1,854.95,0.0287,1,13,34,1
54,33582.2,2,38942.48,2.3192,0,1,9,0
54,39277.14,2,28966.87,1.475,0,1,1,0
49,36297.85,1,20781.4,0.5725,1,26,23,0
24,65538.82,0,8974.37,0.0,0,14,27,1
37,27921.49,0,14091.26,0.0,0,26,21,1
55,39308.93,0,10652.64,0.0,1,17,31,1
33,49980.98,2,25110.85,1.0048,0,8,30,0
61,58217.75,1,17100.02,0.2937,0,25,18,1
59,39296.38,1,8726.69,0.2221,4,2,20,0
35,16228.51,0,11233.96,0.0,0,3,2,0
49,42748.44,0,23969.51,0.0,0,14,5,1
49,65280.43,2,27800.78,0.8517,0,4,31,0
31,49232.81,0,27226.65,0.0,3,29,1,0
52,48546.27,1,21056.26,0.4337,2,19,23,0
22,29054.73,3,12979.0,1.3401,1,19,26,0
34,27514.93,2,500.0,0.0363,0,4,8,1
40,45270.62,1,17377.28,0.3838,1,9,12,0
42,23604.32,1,14985.37,0.6348,0,15,13,0
31,56720.43,3,16119.86,0.8526,0,24,10,1
47,32300.31,3,15431.18,1.4332,3,11,13,0
23,44630.14,0,4389.9,0.0,0,24,15,1
37,16713.5,1,19459.27,1.1642,0,29,9,0
64,39092.97,1,20057.73,0.5131,0,13,19,0
48,27212.09,0,20458.71,0.0,0,21,15,1
49,10170.65,1,22572.62,2.2192,0,10,33,0
41,53127.63,0,19832.41,0.0,1,27,15,1
36,69617.39,3,11719.76,0.505,1,29,13,1
57,61942.1,1,14433.31,0.233,1,18,27,0
40,55225.36,0,15729.0,0.0,1,5,17,0
26,38788.18,0,15861.6,0.0,2,9,25,0
39,57088.35,2,22985.74,0.8053,0,19,6,0
25,63357.8,2,20149.35,0.636,2,2,33,0
23,47052.33,0,31618.75,0.0,2,21,6,0
21,27234.6,3,32651.75,3.5966,3,14,32,0
58,37509.24,1,15637.2,0.4169,2,10,34,0
35,70540.45,0,500.0,0.0,1,21,20,1
54,43878.84,1,24894.66,0.5673,0,1,27,0
55,10000.0,1,10676.99,1.0676,0,24,31,0
45,22966.15,2,8588.13,0.7479,0,23,15,0
44,38633.27,1,11812.44,0.3058,0,5,9,0
32,60537.38,1,11426.86,0.1888,1,16,22,1
38,40903.16,0,19898.16,0.0,2,27,14,1
35,60816.47,1,2524.51,0.0415,0,17,5,1
64,37107.56,2,6378.23,0.3438,2,3,32,0
36,15535.61,1,17745.27,1.1422,3,22,11,0
47,37626.58,3,19983.55,1.5933,2,8,30,0
28,50174.18,1,20132.33,0.4012,2,9,9,0
45,48929.26,2,8703.71,0.3558,0,20,33,1
37,26173.38,3,7173.87,0.8222,0,25,9,0
49,39732.06,1,10946.92,0.2755,0,1,10,0
28,85270.11,2,16918.98,0.3968,0,28,13,1
35,26500.97,0,26883.82,0.0,0,10,2,1
47,54910.85,1,500.0,0.0091,1,10,32,1
27,13549.86,0,13234.17,0.0,0,10,6,1
23,57956.88,0,4338.57,0.0,0,0,3,1
49,31615.12,1,1782.06,0.0564,1,25,9,1
64,51031.32,1,22735.65,0.4455,0,13,14,0
44,25627.12,0,19357.0,0.0,1,28,15,1
23,49362.79,2,18595.47,0.7534,0,29,3,1
40,31370.25,1,22368.21,0.713,0,0,3,0
35,34274.28,0,11162.25,0.0,0,20,26,1
45,51629.79,0,11538.9,0.0,1,29,21,1
50,38544.22,0,32485.84,0.0,1,22,21,1
34,50705.72,4,13027.43,1.0277,1,24,16,0
27,42137.38,2,20881.06,0.9911,0,8,33,0
37,46012.41,2,15051.05,0.6542,1,23,31,0
64,51676.3,1,500.0,0.0097,0,0,5,1
40,39749.72,3,500.0,0.0377,2,20,32,1
56,30059.25,3,10368.13,1.0347,3,21,7,0
29,37015.32,1,23448.81,0.6335,1,21,4,0
58,62927.09,2,21306.33,0.6772,1,3,4,0
42,46742.6,0,22312.62,0.0,0,0,9,1
22,32326.52,3,7103.63,0.6592,0,18,6,1
44,51023.41,0,27926.98,0.0,0,9,11,1
28,52024.73,2,7280.85,0.2799,1,14,29,1
31,52799.99,1,16702.6,0.3163,1,19,24,1
33,30332.44,0,14917.18,0.0,0,3,27,1
37,34764.14,1,13609.01,0.3915,2,28,12,0
28,34847.56,3,25708.74,2.2132,0,19,21,0
41,39590.28,1,9359.12,0.2364,1,13,17,1
38,53083.79,0,4203.16,0.0,2,4,26,0
50,49442.77,3,15159.96,0.9198,0,28,7,1
38,50628.25,0,11801.39,0.0,0,14,5,1
51,65310.29,0,42019.06,0.0,0,14,10,1
58,55333.36,2,20412.06,0.7378,2,26,28,0
52,42872.98,1,11725.28,0.2735,1,24,4,0
31,27241.72,1,6551.11,0.2405,1,15,6,0
45,34281.79,1,500.0,0.0146,1,15,21,0
53,41074.42,1,6798.25,0.1655,2,3,3,0
58,57436.95,3,15919.53,0.8315,0,24,31,0
61,44590.02,1,26418.63,0.5925,1,8,18,0
28,35157.06,2,23973.51,1.3638,2,0,32,0
31,34006.61,0,16832.76,0.0,1,4,0,0
42,43956.33,2,12414.66,0.5649,0,8,7,0
44,58349.81,1,17150.5,0.2939,0,19,31,1
61,68865.29,0,10850.9,0.0,2,4,29,1
37,41913.47,1,28746.91,0.6858,0,3,27,0
32,44328.85,2,13486.48,0.6085,2,28,31,0
52,26790.87,1,14309.3,0.5341,0,15,24,0
35,74087.89,1,500.0,0.0067,2,1,33,0
36,23984.96,1,13436.52,0.5602,1,25,32,0
42,62574.93,1,21691.87,0.3466,1,15,12,0
48,39519.96,0,6458.22,0.0,0,17,24,1
40,36009.5,1,8994.24,0.2498,2,1,9,0
53,28349.95,1,21341.69,0.7528,1,15,30,0
30,81150.73,1,3186.74,0.0393,1,28,10,1
60,48322.37,1,23462.41,0.4855,1,0,24,0
52,45319.21,1,10742.85,0.237,1,15,33,0
53,58300.99,2,11891.45,0.4079,2,2,19,0
22,35237.51,1,6008.97,0.1705,2,14,6,0
53,45027.69,1,18024.37,0.4003,1,29,32,1
53,45845.04,2,34678.98,1.5128,0,10,34,0
61,37317.81,1,21251.98,0.5695,0,9,28,0
33,62994.57,2,8085.72,0.2567,0,16,11,1
50,41720.18,0,24084.96,0.0,0,3,4,1
53,21703.02,1,12466.56,0.5744,1,16,11,0
33,40477.54,0,25995.88,0.0,0,3,28,1
46,48737.68,1,21453.41,0.4402,0,18,34,1
42,31597.6,2,500.0,0.0316,2,24,19,0
59,32781.08,0,6967.36,0.0,1,0,0,0
22,36806.11,1,22555.08,0.6128,2,13,15,0
58,63318.53,2,16213.26,0.5121,2,23,29,0
59,37692.63,1,6809.95,0.1807,1,10,8,0
46,66436.76,2,9931.28,0.299,0,24,9,1
35,35775.74,1,500.0,0.014,0,27,12,1
54,49875.21,1,14293.01,0.2866,0,6,19,1
62,38306.36,1,32685.52,0.8532,0,16,28,0
64,56311.25,0,21439.47,0.0,1,3,3,1
60,28225.89,0,32523.34,0.0,0,9,27,1
31,56142.89,0,22059.18,0.0,3,16,12,0
23,46708.04,0,23219.83,0.0,4,3,2,0
26,35400.12,2,30792.63,1.7396,0,18,18,0
29,42506.68,0,18018.11,0.0,1,17,27,1
26,68007.82,2,13502.18,0.3971,0,16,18,1
29,47067.67,0,23261.26,0.0,2,5,16,0
59,34459.08,0,26630.72,0.0,4,27,17,0
51,26929.6,0,11160.28,0.0,1,6,17,1
52,52581.06,0,9227.45,0.0,1,5,22,1
61,47937.68,1,16110.85,0.3361,2,24,8,0
32,55425.31,1,21651.99,0.3906,1,11,28,1
28,23066.63,3,21384.73,2.7811,0,8,28,0
28,27416.09,1,3606.66,0.1315,0,17,1,1
48,62203.19,2,30292.85,0.974,0,1,16,0
40,49970.12,2,9870.68,0.3951,1,24,30,1
27,53001.01,0,12879.48,0.0,0,16,27,1
31,30559.69,0,7778.77,0.0,1,20,29,1
40,30285.19,1,36586.63,1.208,0,0,34,0
36,59868.88,1,16936.57,0.2829,0,22,19,1
24,60575.66,1,8192.2,0.1352,0,8,15,1
26,28675.21,1,21911.39,0.7641,0,5,33,0
42,25809.44,2,21153.09,1.6391,0,29,13,0
46,43371.11,0,13498.18,0.0,1,1,25,0
23,33009.77,2,21724.85,1.3162,0,5,19,0
61,32697.35,2,8397.66,0.5136,1,8,23,0
62,26229.33,0,11056.65,0.0,2,2,17,0
34,37973.49,1,500.0,0.0132,1,15,8,1
31,27679.58,1,4408.39,0.1593,0,24,18,1
38,28568.99,1,29461.05,1.0312,1,23,19,0
32,49475.88,1,28131.43,0.5686,2,14,29,0
43,44172.03,0,15526.31,0.0,1,28,25,1
32,52273.18,0,28303.45,0.0,3,11,30,1
33,20264.5,0,13719.4,0.0,1,22,34,1
45,45148.21,0,13052.72,0.0,0,7,2,1
39,76134.56,0,15452.09,0.0,1,25,28,1
56,39415.91,1,14000.63,0.3552,1,5,5,0
28,57371.24,1,13278.43,0.2314,1,2,0,0
49,57240.1,1,24147.18,0.4219,0,22,23,1
52,57977.98,0,16201.09,0.0,0,3,33,1
64,47499.93,1,20699.85,0.4358,1,26,6,1
38,53491.29,3,23251.04,1.304,1,9,10,0
26,55485.2,1,18105.49,0.3263,0,13,10,1
38,54531.69,1,7237.83,0.1327,0,20,19,1
39,28238.73,0,4177.07,0.0,0,23,15,1
42,19389.23,1,16190.25,0.835,2,14,4,0
57,21696.25,1,13629.95,0.6282,1,6,23,0
52,40947.6,1,15699.13,0.3834,0,6,29,1
61,53908.9,1,14871.57,0.2759,0,7,29,1
23,28433.83,1,35668.59,1.2544,1,9,32,0
48,58859.56,2,4358.19,0.1481,0,18,19,1
30,37465.87,2,500.0,0.0267,0,18,21,1
55,37608.67,1,17659.01,0.4695,1,1,20,0
49,32458.4,2,11988.62,0.7387,0,14,26,0
35,16728.2,0,17528.54,0.0,0,0,34,1
53,48439.71,1,19671.06,0.4061,0,9,5,1
27,70690.02,1,25272.84,0.3575,0,5,31,1
32,44060.03,2,2942.19,0.1336,1,21,15,1
50,17240.53,2,10546.26,1.2234,1,12,27,0
41,56705.14,0,18430.09,0.0,1,9,15,1
51,20628.03,0,21163.71,0.0,0,11,26,1
44,26864.48,0,32547.6,0.0,1,23,2,1
40,41424.93,1,22645.63,0.5467,1,29,20,1
57,46842.65,0,14545.69,0.0,3,5,29,0
24,29870.04,1,7876.51,0.2637,1,5,21,0
48,40840.26,1,10485.68,0.2567,2,0,18,0
64,55727.44,0,10258.38,0.0,1,11,30,1
40,57782.68,1,20241.87,0.3503,1,22,19,1
44,63771.85,3,17055.98,0.8023,0,22,18,1
52,73641.28,3,4410.8,0.1797,1,9,1,0
61,57148.34,0,11512.79,0.0,1,24,26,1
56,41748.95,0,22020.38,0.0,0,13,7,1
54,57889.71,1,17813.3,0.3077,0,14,26,1
56,52000.74,1,19549.16,0.3759,1,27,14,1
22,52595.5,1,18063.37,0.3434,2,22,11,0
35,47658.28,1,28011.45,0.5877,0,23,13,1
54,31319.19,1,16888.34,0.5392,1,3,6,0
56,29578.55,3,11911.82,1.2081,0,24,16,0
26,43543.23,1,7673.96,0.1762,0,29,25,1
59,47233.65,1,16996.88,0.3598,2,0,19,0
62,34808.39,3,500.0,0.0431,0,7,9,1
32,51350.13,0,13525.69,0.0,3,2,18,0
23,76211.49,0,13353.28,0.0,3,13,17,0
38,18835.04,1,4084.23,0.2168,1,16,29,1
60,53733.67,0,7573.87,0.0,0,1,29,1
41,44010.38,1,21477.26,0.488,1,14,24,0
35,51759.83,0,16845.69,0.0,1,5,23,0
53,38539.28,0,15814.31,0.0,1,4,9,0
55,42809.1,0,17450.78,0.0,2,13,1,1
46,46942.51,3,15741.02,1.006,1,18,31,0
28,40475.49,0,24942.9,0.0,0,8,34,1
56,22191.88,2,15987.43,1.4408,0,7,6,0
50,41491.27,4,3334.3,0.3214,0,28,6,1
43,23753.5,0,28041.04,0.0,1,2,26,1
62,54797.9,1,17962.72,0.3278,1,17,9,0
64,17016.82,2,10285.97,1.2088,1,7,32,0
34,60429.82,2,4972.79,0.1646,2,15,6,0
34,51443.45,1,18167.31,0.3531,0,29,5,1
22,51500.83,0,14062.62,0.0,1,14,5,1
57,12535.35,1,27593.17,2.2011,0,20,12,0
25,40071.01,0,12232.74,0.0,0,14,12,1
58,62303.45,0,8300.95,0.0,0,15,1,1
61,37220.88,2,22166.37,1.191,1,24,18,0
34,28829.07,2,22402.26,1.5541,0,0,18,0
59,35449.95,2,16349.21,0.9224,0,9,1,0
45,43975.84,1,20410.86,0.4641,0,18,25,1
40,32229.44,1,14698.5,0.456,1,4,5,0
22,63507.26,2,16870.92,0.5313,0,17,19,1
59,44029.99,0,24319.93,0.0,1,2,22,1
26,36666.46,2,20002.55,1.091,1,3,14,0
37,25479.85,1,13645.8,0.5355,1,3,5,0
45,52266.7,3,25818.9,1.4819,0,10,27,0
48,51924.99,1,500.0,0.0096,0,8,34,1
22,33116.87,2,31416.59,1.8973,0,0,10,0
55,11455.06,2,1352.33,0.2361,2,27,7,0
57,51161.43,1,9983.26,0.1951,0,24,23,1
25,42197.95,0,14672.66,0.0,3,15,20,0
21,50041.07,1,13828.15,0.2763,1,8,6,0
60,74357.62,0,23051.29,0.0,0,10,4,1
32,44597.52,1,6537.31,0.1466,0,5,28,1
56,37292.42,2,17086.13,0.9163,1,26,15,0
43,27790.17,0,10374.3,0.0,1,16,5,1
51,40313.67,2,17361.13,0.8613,0,26,13,0
31,47408.66,1,14481.82,0.3055,1,28,1,1
30,45799.61,1,15743.49,0.3437,0,11,24,1
23,70851.98,0,10600.6,0.0,1,21,30,1
34,52486.28,0,10919.49,0.0,3,7,12,0
36,42977.99,3,17298.18,1.2074,0,15,17,0
30,34401.59,1,22549.72,0.6555,1,4,16,0
49,49000.09,1,10213.77,0.2084,0,20,27,1
30,31394.88,1,8049.86,0.2564,0,0,11,1
32,47697.47,1,19907.68,0.4174,0,16,34,1
50,52311.21,1,14739.97,0.2818,1,23,21,0
61,41753.22,1,21643.99,0.5184,1,28,0,0
21,35545.7,1,7753.62,0.2181,1,20,20,1
25,12220.55,1,764.49,0.0626,0,7,0,0
40,62157.55,3,10735.97,0.5182,1,9,3,0
28,51049.51,2,8869.18,0.3475,0,17,31,1
63,51414.26,1,14369.69,0.2795,1,14,0,0
32,21579.71,0,9905.24,0.0,0,19,12,1
21,65697.58,0,20928.14,0.0,0,12,16,1
40,38021.75,0,12694.8,0.0,0,26,11,1
48,40668.07,4,16203.8,1.5937,2,29,6,0
63,28960.7,3,16261.08,1.6844,1,9,2,0
57,18195.81,3,16559.64,2.7301,3,8,25,0
57,62360.19,0,14806.97,0.0,1,12,30,1
32,64298.96,1,19084.81,0.2968,1,2,25,1
57,42517.08,3,8634.76,0.6093,0,21,2,1
64,34809.23,2,26195.34,1.505,1,26,27,0
48,39344.34,2,13107.7,0.6663,1,22,16,0
35,39755.78,1,4507.61,0.1134,0,2,29,0
26,27002.1,2,16504.59,1.2224,0,0,1,0
64,40616.17,0,8190.56,0.0,0,1,7,1
40,47296.53,1,20322.68,0.4297,0,10,13,0
34,60272.36,0,32676.84,0.0,1,13,34,1
22,45213.66,1,8707.42,0.1926,1,9,10,0
29,21354.72,1,17658.98,0.8269,1,6,14,0
57,50303.22,1,955.96,0.019,1,22,1,1
40,41161.04,0,18631.24,0.0,0,27,31,1
46,65556.15,0,7914.29,0.0,0,0,12,1
49,66441.87,2,10001.32,0.3011,0,25,16,1
21,66966.81,3,6189.71,0.2773,0,6,14,1
55,36576.18,1,20857.21,0.5702,1,14,32,0
26,74847.83,2,23058.43,0.6161,4,25,15,0
57,50264.14,0,15187.08,0.0,1,10,12,1
25,69395.71,0,8084.59,0.0,3,5,21,0
53,37460.71,2,27716.18,1.4797,1,26,22,0
34,40521.05,1,8996.72,0.222,0,21,9,1
32,49110.41,1,500.0,0.0102,1,6,16,0
62,47278.16,1,18667.11,0.3948,1,6,29,1
40,63822.18,2,6161.8,0.1931,1,0,12,0
44,41518.06,2,22908.87,1.1035,3,9,29,0
63,62469.22,1,11950.9,0.1913,1,20,29,1
54,55983.52,3,19829.71,1.0626,0,14,6,0
45,41799.12,1,26212.0,0.6271,0,29,9,1
49,54820.15,1,5329.13,0.0972,1,29,34,1
59,37901.02,0,10472.5,0.0,2,7,1,0
51,80253.09,1,14394.63,0.1794,1,23,29,1
63,10000.0,0,27300.41,0.0,1,18,18,1
43,55094.15,3,9732.94,0.53,1,2,2,0
64,18531.06,1,10243.97,0.5528,0,22,24,1
58,41615.15,0,18825.12,0.0,0,14,33,1
40,43715.88,1,10382.17,0.2375,0,3,21,1
43,67614.5,0,16220.21,0.0,0,5,13,1
36,34617.72,0,2587.7,0.0,0,24,1,1
62,64620.18,0,32714.64,0.0,1,9,31,1
28,27317.75,0,4218.33,0.0,2,17,2,0
41,65200.05,1,12425.98,0.1906,2,15,7,0
21,37884.82,0,14740.15,0.0,1,17,25,1
28,46101.52,0,30301.51,0.0,2,5,31,0
49,39954.32,2,4401.23,0.2203,1,18,10,0
52,64235.45,2,30869.63,0.9611,0,16,0,0
58,61316.1,0,21057.41,0.0,0,17,14,1
25,51652.53,1,18336.76,0.355,3,29,3,0
42,27721.97,1,7122.93,0.2569,1,12,3,0
54,34274.67,1,19569.13,0.5709,0,6,27,0
21,29571.35,0,9212.11,0.0,1,19,9,1
46,11277.86,2,25133.29,4.4567,0,11,10,0
63,63919.77,1,7231.5,0.1131,1,1,22,1
30,40082.65,0,14094.73,0.0,0,26,2,1
50,39922.59,0,10557.82,0.0,0,11,16,1
38,67441.53,1,7099.82,0.1053,0,11,21,1
37,37860.17,0,20930.56,0.0,0,23,26,1
46,32392.94,1,19283.67,0.5953,0,3,15,0
28,41628.82,1,24672.08,0.5927,0,3,15,0
60,28009.96,1,761.0,0.0272,1,17,2,1
32,50165.34,1,23513.37,0.4687,2,15,32,0
47,39395.07,2,35043.59,1.779,0,13,1,0
28,37390.93,0,11386.87,0.0,1,16,26,1
45,36091.45,2,30161.19,1.6713,0,16,14,0
24,43406.68,1,12894.71,0.2971,0,2,6,1
53,46252.22,2,4020.72,0.1739,1,5,8,0
21,37200.37,2,12554.94,0.675,2,22,5,0
39,39618.51,0,23385.63,0.0,0,12,11,1
51,43777.16,3,8294.59,0.5684,0,8,29,0
36,42263.73,0,10197.29,0.0,0,20,19,1
34,45466.14,2,19748.32,0.8687,0,8,19,0
25,34849.94,1,15024.48,0.4311,0,7,26,0
61,60068.89,1,19676.98,0.3276,0,16,19,1
46,46452.42,5,16902.64,1.8193,0,15,6,0
48,37442.3,1,18837.0,0.5031,0,15,29,1
22,50165.76,1,11541.59,0.2301,3,26,7,0
26,43884.47,3,16853.85,1.1521,1,27,1,0
29,18992.6,0,7581.02,0.0,0,18,13,1
53,50114.29,1,25307.47,0.505,0,23,9,1
61,29707.41,1,9925.8,0.3341,2,15,17,0
45,59016.42,1,24030.78,0.4072,0,24,17,1
33,41373.76,2,13131.14,0.6347,0,13,15,1
29,56701.05,0,16615.99,0.0,0,19,4,1
33,35546.72,0,11040.28,0.0,0,13,30,1
51,46048.94,2,6872.04,0.2985,0,13,19,1
61,63153.65,1,1041.92,0.0165,1,13,22,1
31,40964.75,1,6557.41,0.1601,0,11,31,1
24,36137.74,2,12408.73,0.6867,0,5,16,0
54,54825.61,1,16695.03,0.3045,0,19,12,1
58,54534.92,2,23083.03,0.8465,1,12,12,0
24,36768.76,0,11433.94,0.0,4,15,16,0
58,15218.08,3,7944.31,1.566,1,8,14,0
39,35849.66,0,3458.28,0.0,2,1,25,0
26,55160.39,3,18840.51,1.0247,4,21,27,0
54,33374.49,0,26065.56,0.0,2,26,29,1
38,44835.93,2,25130.64,1.121,2,28,34,0
33,35137.73,1,20679.46,0.5885,0,2,21,0
61,16017.49,0,20108.35,0.0,2,9,9,0
43,34867.78,0,28580.99,0.0,0,19,10,1
